userId,sessionId,timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
7FwIDi3Y0mUQN7pzSY6AN8Ygn923,490eab59-e670-4738-83e0-9f266ad8e671,2025-05-18T20:31:12.569552,0.037950001657009125,4.672950267791748,8.736000061035156,0.2050125002861023,0.058024998754262924,0.013062499463558197
7FwIDi3Y0mUQN7pzSY6AN8Ygn923,490eab59-e670-4738-83e0-9f266ad8e671,2025-05-18T20:31:12.679589,0.6510000228881836,4.8259501457214355,8.575950622558594,0.2129874974489212,0.08401250094175339,-0.010037500411272049
7FwIDi3Y0mUQN7pzSY6AN8Ygn923,490eab59-e670-4738-83e0-9f266ad8e671,2025-05-18T20:31:12.782049,0.45900002121925354,4.8259501457214355,8.56095027923584,0.2129874974489212,0.08401250094175339,-0.010037500411272049
7FwIDi3Y0mUQN7pzSY6AN8Ygn923,490eab59-e670-4738-83e0-9f266ad8e671,2025-05-18T20:31:12.883334,0.5359500050544739,4.8259501457214355,8.58495044708252,0.2139499932527542,0.1050499975681305,-0.029975000768899918
7FwIDi3Y0mUQN7pzSY6AN8Ygn923,490eab59-e670-4738-83e0-9f266ad8e671,2025-05-18T20:31:12.998666,0.3439500033855438,4.788000106811523,8.61405086517334,0.20803749561309814,0.1200374960899353,-0.04702499881386757
7FwIDi3Y0mUQN7pzSY6AN8Ygn923,490eab59-e670-4738-83e0-9f266ad8e671,2025-05-18T20:31:13.099283,0.19095000624656677,4.980000019073486,8.55405044555664,0.20803749561309814,0.1200374960899353,-0.04702499881386757
7FwIDi3Y0mUQN7pzSY6AN8Ygn923,490eab59-e670-4738-83e0-9f266ad8e671,2025-05-18T20:31:13.229607,-0.037950001657009125,4.903050422668457,8.506050109863281,0.1979999989271164,0.13296249508857727,-0.06104999780654907
7FwIDi3Y0mUQN7pzSY6AN8Ygn923,490eab59-e670-4738-83e0-9f266ad8e671,2025-05-18T20:31:13.331618,0.11400000751018524,4.941000461578369,8.513999938964844,0.1979999989271164,0.13296249508857727,-0.06104999780654907
7FwIDi3Y0mUQN7pzSY6AN8Ygn923,490eab59-e670-4738-83e0-9f266ad8e671,2025-05-18T20:31:13.441637,0.037950001657009125,4.980000019073486,8.527950286865234,0.1839749962091446,0.13901250064373016,-0.07095000147819519
7FwIDi3Y0mUQN7pzSY6AN8Ygn923,490eab59-e670-4738-83e0-9f266ad8e671,2025-05-18T20:31:13.572415,0.07605000585317612,4.941000461578369,8.497950553894043,0.1839749962091446,0.13901250064373016,-0.07095000147819519
7FwIDi3Y0mUQN7pzSY6AN8Ygn923,490eab59-e670-4738-83e0-9f266ad8e671,2025-05-18T20:31:13.679014,0.5359500050544739,5.0560503005981445,8.434050559997559,0.16802500188350677,0.13997499644756317,-0.08002500236034393
